dataset,scope,label_value,feature,n,mean,std,median,min,max,IQR
dataset1,record_overall,,mean_delta_delta_log_energy,756,-3.072059920634921e-05,0.00042999935711049984,6.63e-06,-0.0059602,0.0013351,0.0002413875
dataset1,record_overall,,mean_delta_delta_0th,756,-9.784337301587304e-05,0.0012278821018455776,-6.309999999999999e-05,-0.017244,0.0058988,0.0010243075
dataset1,record_overall,,mean_1st_delta_delta,756,6.465589947089952e-06,0.0007998778280575954,2.955e-05,-0.0042221,0.0039824,0.000777495
dataset1,record_overall,,mean_2nd_delta_delta,756,7.627685185185188e-06,0.000549610726034091,2.06e-05,-0.002383,0.0034949,0.0005807025
dataset1,record_overall,,mean_3rd_delta_delta,756,1.767857142857176e-07,0.0005280624449917339,-1.525e-05,-0.0024945,0.0022984,0.00058205
dataset1,record_overall,,mean_4th_delta_delta,756,3.6481097883597886e-05,0.0004587524083270617,2.525e-05,-0.0018345,0.002675,0.0004970150000000001
dataset1,record_overall,,mean_5th_delta_delta,756,2.2050831613756618e-05,0.00042464123502258133,2.465e-05,-0.00135,0.0017518,0.00050855
dataset1,record_overall,,mean_6th_delta_delta,756,2.711251587301588e-05,0.0004461116496210231,2.44e-05,-0.0014531,0.0032055,0.0005076950000000001
dataset1,record_overall,,mean_7th_delta_delta,756,3.3983730158730203e-06,0.0004262068119433168,-1.8200000000000002e-05,-0.0013662,0.004108,0.00048590750000000006
dataset1,record_overall,,mean_8th_delta_delta,756,1.3355551587301587e-05,0.0003596641101342118,-7.1e-07,-0.0011705,0.0013762,0.0004389325
dataset1,record_overall,,mean_9th_delta_delta,756,1.6675625661375667e-05,0.00033936698167196986,8.395e-06,-0.0014237,0.0012928,0.00040981
dataset1,record_overall,,mean_10th_delta_delta,756,-7.46510925925926e-06,0.0003437961415836417,1.63e-05,-0.0020336,0.001546,0.000375395
dataset1,record_overall,,mean_11th_delta_delta,756,7.825322751322752e-06,0.0003220573582150956,-9.215e-07,-0.0014964,0.0013385,0.0003922925
dataset1,record_overall,,mean_12th_delta_delta,756,-6.1413531746031755e-06,0.00029960144571863293,-4.4699999999999996e-06,-0.0012947,0.0012559,0.00038037
dataset1,record_overall,,std_Log_energy,756,0.28507103174603177,0.29306215414029496,0.222985,0.063109,3.8534,0.16225249999999997
dataset1,record_overall,,std_MFCC_0th_coef,756,0.8976771693121693,0.6084948211906307,0.76231,0.31335,7.5173,0.3635925
dataset1,record_overall,,std_MFCC_1st_coef,756,0.5730893121693122,0.3067234143076778,0.499955,0.20127,2.3568,0.262665
dataset1,record_overall,,std_MFCC_2nd_coef,756,0.4658394444444445,0.17552468282632033,0.4275,0.17407,1.1867,0.21488750000000006
dataset1,record_overall,,std_MFCC_3rd_coef,756,0.4161872883597884,0.15969678209856722,0.367925,0.16369,0.96171,0.19166500000000003
dataset1,record_overall,,std_MFCC_4th_coef,756,0.3775841931216931,0.1349458917419259,0.342075,0.13703,0.95579,0.1786525
dataset1,record_overall,,std_MFCC_5th_coef,756,0.35217035714285716,0.1295129038558332,0.31710499999999997,0.15272,1.1575,0.1658925
dataset1,record_overall,,std_MFCC_6th_coef,756,0.3455082671957672,0.12110707345281145,0.319425,0.14526,1.5142,0.14847500000000002
dataset1,record_overall,,std_MFCC_7th_coef,756,0.30998825396825397,0.09384740620700059,0.29347,0.12033,0.74846,0.122175
dataset1,record_overall,,std_MFCC_8th_coef,756,0.2862433201058201,0.08329950788249356,0.27269,0.12647,0.72222,0.10331000000000001
dataset1,record_overall,,std_MFCC_9th_coef,756,0.27630603174603174,0.07760386563129987,0.2621,0.12293,0.67642,0.10214499999999999
dataset1,record_overall,,std_MFCC_10th_coef,756,0.2721332671957672,0.07574528761623564,0.2585,0.1147,0.5823,0.09918000000000002
dataset1,record_overall,,std_MFCC_11th_coef,756,0.2575584788359788,0.07173432565021394,0.243095,0.12631,0.6714,0.09492499999999998
dataset1,record_overall,,std_MFCC_12th_coef,756,0.2458603835978836,0.06647976711960188,0.23735,0.10762,0.54268,0.086925
dataset1,record_overall,,std_delta_log_energy,756,0.03751723452380953,0.02966815218362334,0.030812,0.0056663,0.32864,0.0236905
dataset1,record_overall,,std_0th_delta,756,0.10885329497354498,0.060309372442621294,0.09468850000000001,0.034112,0.60313,0.045862
dataset1,record_overall,,std_1st_delta,756,0.07283378571428571,0.03743497691500381,0.06442600000000001,0.025431,0.30234,0.03521875
dataset1,record_overall,,std_2nd_delta,756,0.05966148544973545,0.022658090214490716,0.0542995,0.021519,0.19665,0.028556500000000005
dataset1,record_overall,,std_3rd_delta,756,0.05447759523809524,0.022025000118322584,0.04772,0.021348,0.15468,0.023450750000000006
dataset1,record_overall,,std_4th_delta,756,0.050270933862433864,0.01844234052487252,0.0447905,0.018088,0.13189,0.023120749999999995
dataset1,record_overall,,std_5th_delta,756,0.04573285052910053,0.016940531795686792,0.040795,0.020062,0.14699,0.0196545
dataset1,record_overall,,std_6th_delta,756,0.04473626984126984,0.014775406251715997,0.0413315,0.019006,0.1168,0.01902525
dataset1,record_overall,,std_7th_delta,756,0.04154800396825397,0.013583908494833536,0.038905499999999996,0.015234,0.11356,0.01614
dataset1,record_overall,,std_8th_delta,756,0.038670423280423284,0.01140053567688528,0.0365375,0.01496,0.081297,0.014963749999999998
dataset1,record_overall,,std_9th_delta,756,0.03719893121693122,0.01114350536930783,0.034218,0.01442,0.080942,0.014574249999999997
dataset1,record_overall,,std_10th_delta,756,0.03680469047619048,0.011447805900861667,0.034571500000000005,0.014948,0.078213,0.014048249999999998
dataset1,record_overall,,std_11th_delta,756,0.03454516666666667,0.009788126749396518,0.032706,0.016894,0.076491,0.012844499999999998
dataset1,record_overall,,std_12th_delta,756,0.03305601851851852,0.009450749293938293,0.031146,0.012872,0.067375,0.011768499999999998
dataset1,record_overall,,std_delta_delta_log_energy,756,0.013871830423280423,0.009238809457861756,0.0115645,0.0019981,0.077497,0.00929325
dataset1,record_overall,,std_delta_delta_0th,756,0.04662763624338624,0.021994477125763138,0.042058,0.016908,0.16625,0.020439250000000006
dataset1,record_overall,,std_1st_delta_delta,756,0.035364328042328044,0.018668187669946035,0.030954500000000003,0.013872,0.14773,0.018029
dataset1,record_overall,,std_2nd_delta_delta,756,0.02756000264550264,0.010804186367311314,0.024642,0.010677,0.099132,0.012361
dataset1,record_overall,,std_3rd_delta_delta,756,0.025760669312169315,0.010552872661556686,0.0224805,0.010727,0.07084,0.010593499999999999
dataset1,record_overall,,std_4th_delta_delta,756,0.023900121957671955,0.009066867167325647,0.021220000000000003,0.0094972,0.063242,0.010307
dataset1,record_overall,,std_5th_delta_delta,756,0.02184229126984127,0.007926855097467189,0.0194835,0.0083828,0.060177,0.00859225
dataset1,record_overall,,std_6th_delta_delta,756,0.02115237791005291,0.00677485982767446,0.019261,0.0093023,0.051847,0.008667749999999998
dataset1,record_overall,,std_7th_delta_delta,756,0.019707589682539682,0.00611257885388426,0.018355000000000003,0.0069624,0.051744,0.007674000000000002
dataset1,record_overall,,std_8th_delta_delta,756,0.018312348015873014,0.005125769401247413,0.0172995,0.0089788,0.035376,0.006694249999999999
dataset1,record_overall,,std_9th_delta_delta,756,0.01776672208994709,0.005124297681118524,0.016517999999999998,0.0072476,0.035683,0.006663500000000001
dataset1,record_overall,,std_10th_delta_delta,756,0.017583791666666668,0.00524839202177156,0.016592000000000003,0.0065135,0.034802,0.006313249999999999
dataset1,record_overall,,std_11th_delta_delta,756,0.016479778174603173,0.0044037083460652954,0.0157115,0.0077366,0.035091,0.005435750000000003
dataset1,record_overall,,std_12th_delta_delta,756,0.01584310238095238,0.004286551534438645,0.014964,0.00686,0.03252,0.005481
dataset1,record_overall,,Ea,756,99.92917328042329,0.31860360943870397,99.9986,95.9069,100.0,0.005700000000004479
dataset1,record_overall,,Ed_1_coef,756,0.0027255223911375657,0.026856894393575977,4.03e-07,3.14e-08,0.51812,1.3165e-06
dataset1,record_overall,,Ed_2_coef,756,0.0026948564894179895,0.024129599315386312,2.835e-06,2.57e-07,0.44395,7.142499999999999e-06
dataset1,record_overall,,Ed_3_coef,756,0.0025003493148148146,0.020420172145866763,1.2450000000000001e-05,9.72e-07,0.49505,3.811e-05
dataset1,record_overall,,Ed_4_coef,756,0.004060682843915344,0.022344318072881147,5.13e-05,3.28e-06,0.41185,0.0001327525
dataset1,record_overall,,Ed_5_coef,756,0.003766716812169312,0.023866187680024773,5.325e-05,2.29e-06,0.37761,0.0001598975
dataset1,record_overall,,Ed_6_coef,756,0.0039872527195767195,0.018173868293877127,6.535e-05,4.91e-07,0.25363,0.0001716975
dataset1,record_overall,,Ed_7_coef,756,0.0032351249153439155,0.017028316364123074,4.385e-05,5.04e-07,0.31979,0.000138445
dataset1,record_overall,,Ed_8_coef,756,0.013319355859788364,0.07131909840799348,0.000202785,1.37e-06,0.95551,0.0008141025
dataset1,record_overall,,Ed_9_coef,756,0.0035283084232804233,0.021444137803568537,6.97e-05,2.48e-07,0.47575,0.00029831
dataset1,record_overall,,Ed_10_coef,756,0.031007249751322748,0.15189828278643247,0.0006710150000000001,8.52e-07,1.7076,0.0027794325
dataset1,record_overall,,det_entropy_shannon_1_coef,756,-72656.51203079366,642302.5519428988,3.07585,-12747100.35,18.5031,4.310792500000001
dataset1,record_overall,,det_entropy_shannon_2_coef,756,-76930.8766968135,624214.4850297169,4.818149999999999,-14031583.05,14.1914,59.589349999999996
dataset1,record_overall,,det_entropy_shannon_3_coef,756,-83856.80139716402,673576.8232816545,-81.5742,-16232136.71,7.9381,585.1731
dataset1,record_overall,,det_entropy_shannon_4_coef,756,-141571.10667092595,737392.5737906207,-750.9633,-13893717.94,1.9929,2893.7767
dataset1,record_overall,,det_entropy_shannon_5_coef,756,-130483.46906460317,689738.2470626347,-841.31625,-11203615.44,2.5458,4312.901725
dataset1,record_overall,,det_entropy_shannon_6_coef,756,-167211.63540634923,834521.6154820308,-1097.549,-13632717.87,2.8138,5166.323324999999
dataset1,record_overall,,det_entropy_shannon_7_coef,756,-151631.74503186508,1114011.151498528,-667.40465,-24316696.6,3.1511,3670.146625
dataset1,record_overall,,det_entropy_shannon_8_coef,756,-699312.0332113096,5206931.44100969,-4656.94535,-114041477.4,1.5957,28112.270325
dataset1,record_overall,,det_entropy_shannon_9_coef,756,-113984.10698703837,537789.7840492255,-1270.99885,-7873354.899,3.2125,8965.566975
dataset1,record_overall,,det_entropy_shannon_10_coef,756,-1392096.6670079099,8490491.749170525,-20068.2082,-137954034.1,2.2063,107612.59035
dataset1,record_overall,,det_entropy_log_1_coef,756,-587.7970027777778,233.68497070763706,-623.4419,-3385.9467,634.5207,212.251125
dataset1,record_overall,,det_entropy_log_2_coef,756,-158.0070455026455,120.44089164559917,-176.59685000000002,-964.1421,505.9223,115.99689999999998
dataset1,record_overall,,det_entropy_log_3_coef,756,-20.925653157407407,68.26822963804248,-32.21495,-174.7195,354.1096,67.625025
dataset1,record_overall,,det_entropy_log_4_coef,756,30.69396354497355,47.34276445894275,24.1646,-66.8764,233.4645,51.777100000000004
dataset1,record_overall,,det_entropy_log_5_coef,756,18.82426367063492,38.65910871456956,12.2456,-60.1726,174.0704,41.08185
dataset1,record_overall,,det_entropy_log_6_coef,756,8.895947873015873,34.48615176434556,2.2136,-79.3837,149.3554,36.03275
dataset1,record_overall,,det_entropy_log_7_coef,756,1.9932989312169316,34.817487974892714,-4.3575,-69.8447,125.7166,39.27835
dataset1,record_overall,,det_entropy_log_8_coef,756,15.385038062169313,34.24767388830748,11.293849999999999,-64.3198,139.2328,39.5687
dataset1,record_overall,,det_entropy_log_9_coef,756,12.22085683994709,36.311056226318655,7.585050000000001,-76.564,133.269,45.223749999999995
dataset1,record_overall,,det_entropy_log_10_coef,756,32.59187623941799,38.30840266613172,30.18755,-98.8344,142.9476,48.581824999999995
dataset1,record_overall,,det_TKEO_mean_1_coef,756,68.62689387503968,554.3475488378064,0.0147595,0.00032997,9715.2563,0.061973249999999994
dataset1,record_overall,,det_TKEO_mean_2_coef,756,126.64664924814814,885.6277751186286,0.18518,0.0074916,18995.3264,0.7215550000000001
dataset1,record_overall,,det_TKEO_mean_3_coef,756,248.29154267724866,1985.4514057687663,1.51615,0.056096,49417.2667,4.2411125
dataset1,record_overall,,det_TKEO_mean_4_coef,756,564.8669889021163,2736.627080173134,9.590499999999999,0.3538,53239.808,25.448150000000002
dataset1,record_overall,,det_TKEO_mean_5_coef,756,583.5193165079365,2938.6845179907173,12.00075,0.29785,49545.354,34.725825
dataset1,record_overall,,det_TKEO_mean_6_coef,756,843.1019433333332,3864.8749400975635,14.49895,0.11874,48566.8801,51.884975
dataset1,record_overall,,det_TKEO_mean_7_coef,756,942.6334938399473,5672.820688077105,12.744900000000001,0.062153,115762.4785,49.07875
dataset1,record_overall,,det_TKEO_mean_8_coef,756,4907.63160814418,34549.65478333748,61.32335,0.097087,744898.9433,268.05805
dataset1,record_overall,,det_TKEO_mean_9_coef,756,795.721831777778,3452.549721019993,21.72705,0.053242,51310.7957,103.77629999999999
dataset1,record_overall,,det_TKEO_mean_10_coef,756,9683.442420251322,55871.25417602676,251.8635,0.20442,897351.6111,1159.8048
dataset1,record_overall,,det_TKEO_std_1_coef,756,264.3311465857407,1719.334081613402,0.040094500000000005,0.00056639,30887.0844,0.20965750000000002
dataset1,record_overall,,det_TKEO_std_2_coef,756,379.4056170013228,2295.717734437393,0.38199000000000005,0.012028,42541.0263,1.6101899999999998
dataset1,record_overall,,det_TKEO_std_3_coef,756,526.4381346402116,2723.721062720164,2.3664,0.082418,49610.1537,7.6249
dataset1,record_overall,,det_TKEO_std_4_coef,756,1117.7722140873016,4842.164688244455,13.0412,0.68315,85595.303,39.191275000000005
dataset1,record_overall,,det_TKEO_std_5_coef,756,1346.1727732142856,6714.584170115226,21.25515,0.59508,121824.0711,73.0905
dataset1,record_overall,,det_TKEO_std_6_coef,756,2032.2679686904762,9282.849418002534,30.99885,0.14242,142412.41,111.45245
dataset1,record_overall,,det_TKEO_std_7_coef,756,2041.0284184126986,13629.739734490582,24.2029,0.18837,280731.9046,95.627825
dataset1,record_overall,,det_TKEO_std_8_coef,756,10423.578961402116,73720.5066944375,131.57375000000002,0.36858,1575291.045,583.9258000000001
dataset1,record_overall,,det_TKEO_std_9_coef,756,1650.7761766666665,7033.234018774038,41.3291,0.11109,83277.5863,193.25235
dataset1,record_overall,,det_TKEO_std_10_coef,756,19000.815638955028,113764.06487019613,485.1875,0.35703,1872762.254,2133.9185250000005
dataset1,record_overall,,app_entropy_shannon_1_coef,756,-80959809.49268518,54551603.71170865,-69522121.11,-676439426.4,-10476340.94,57931109.2525
dataset1,record_overall,,app_entropy_shannon_2_coef,756,-97154189.88007936,64746335.00994363,-83321766.075,-788984598.2,-13148376.85,69292119.08500001
dataset1,record_overall,,app_entropy_shannon_3_coef,756,-128238448.56915344,84475057.83684352,-110105130.19999999,-1005498750.0,-18625118.53,91137523.38499999
dataset1,record_overall,,app_entropy_shannon_4_coef,756,-185436683.71228835,120720461.79298255,-159430919.5,-1394656539.0,-27922035.09,130412873.05
dataset1,record_overall,,app_entropy_shannon_5_coef,756,-300820060.8039021,193963391.83435097,-260326586.0,-2186555348.0,-47134264.68,211777619.39999998
dataset1,record_overall,,app_entropy_shannon_6_coef,756,-537759705.054074,344254513.0081034,-465728696.54999995,-3806830767.0,-85899166.88,375497419.62500006
dataset1,record_overall,,app_entropy_shannon_7_coef,756,-1060340868.4695767,675956438.3622777,-919232577.3499999,-7413860397.0,-171785758.4,739156604.55
dataset1,record_overall,,app_entropy_shannon_8_coef,756,-2079214437.8043652,1320160130.0878835,-1804417556.5,-14399805778.0,-324289685.9,1447258925.0
dataset1,record_overall,,app_entropy_shannon_9_coef,756,-4337054836.528836,2745981747.5543046,-3766721606.5,-29918736773.0,-679106796.3,3013471845.25
dataset1,record_overall,,app_entropy_shannon_10_coef,756,-9029632763.215609,5703424049.268986,-7849142473.5,-62062235037.0,-1399384344.0,6264871811.0
dataset1,record_overall,,app_entropy_log_1_coef,756,1176.883223148148,78.73577942902035,1183.47015,381.5235,1409.6008,84.47325000000001
dataset1,record_overall,,app_entropy_log_2_coef,756,707.4556636243386,43.07449287387793,710.7,288.8045,837.7572,48.07009999999991
dataset1,record_overall,,app_entropy_log_3_coef,756,467.41542367724867,25.343293151886265,469.40250000000003,245.1774,547.4112,29.598599999999976
dataset1,record_overall,,app_entropy_log_4_coef,756,338.2019533068783,16.00842764262772,339.36545,220.2715,392.0124,20.154750000000035
dataset1,record_overall,,app_entropy_log_5_coef,756,274.28016283068786,11.509059887148368,274.97339999999997,218.2863,314.9484,15.336900000000014
dataset1,record_overall,,app_entropy_log_6_coef,756,245.0994470899471,9.484892331664238,245.65294999999998,215.4455,279.1998,13.097250000000003
dataset1,record_overall,,app_entropy_log_7_coef,756,241.80046005291,8.88139294555882,242.26074999999997,214.1743,273.7658,12.362075000000033
dataset1,record_overall,,app_entropy_log_8_coef,756,237.23574021164023,8.254361306217834,237.62315,210.2833,267.0312,11.383074999999963
dataset1,record_overall,,app_entropy_log_9_coef,756,247.63390753968255,8.25307748299228,248.02035,220.8377,277.4293,11.383174999999994
