dataset,scope,label_value,feature,n,mean,std,median,min,max,IQR
dataset1,subject_overall,,mean_MFCC_3rd_coef,252,0.1944285560846561,1.5887340946500834,0.10941033333333333,-4.0965,4.4946,2.1524091666666667
dataset1,subject_overall,,mean_MFCC_4th_coef,252,-1.426049942685185,1.232836080806935,-1.4162166666666667,-4.871333333333333,2.1490666666666667,1.6183783333333333
dataset1,subject_overall,,mean_MFCC_5th_coef,252,-0.8044900112301587,0.9989838280067349,-0.8199449999999999,-4.089566666666666,2.5328333333333335,1.3062075
dataset1,subject_overall,,mean_MFCC_6th_coef,252,-1.1844183444444443,0.7953922450475853,-1.1753049999999998,-3.5241333333333333,1.06422,1.0250660750000002
dataset1,subject_overall,,mean_MFCC_7th_coef,252,0.10661448835978835,0.7748302588305916,0.06880415000000001,-1.9938,2.4883,1.1626858333333334
dataset1,subject_overall,,mean_MFCC_8th_coef,252,0.4052093416666666,0.8075275093435583,0.39213333333333333,-2.8031,2.8453666666666666,0.9826065833333333
dataset1,subject_overall,,mean_MFCC_9th_coef,252,0.09813846322751323,0.7846089563322993,0.04247000000000001,-1.8592333333333333,2.0394666666666668,1.1697975
dataset1,subject_overall,,mean_MFCC_10th_coef,252,-0.6845745510846561,0.7001084044096646,-0.7165566666666667,-2.3599,1.5688666666666666,0.9172066666666665
dataset1,subject_overall,,mean_MFCC_11th_coef,252,-0.3194368548941799,0.5563928098453975,-0.3702848333333333,-2.0044333333333335,1.9933666666666667,0.7487349999999999
dataset1,subject_overall,,mean_MFCC_12th_coef,252,-0.10897960661375661,0.5806133050562363,-0.11468066666666668,-1.7622666666666664,1.3512333333333333,0.7318183333333332
dataset1,subject_overall,,mean_delta_log_energy,252,-0.001345586568783069,0.003845467660682063,-0.00103562,-0.03157153333333333,0.023673953333333334,0.0025758325000000003
dataset1,subject_overall,,mean_0th_delta,252,-0.003914752023809524,0.009736842393754977,-0.003186543333333333,-0.08057366666666667,0.051761333333333326,0.007166879166666667
dataset1,subject_overall,,mean_1st_delta,252,-0.0005971080291005291,0.003420608326297924,-0.0004406433333333334,-0.020128,0.0103008,0.003404715
dataset1,subject_overall,,mean_2nd_delta,252,0.001012143208994709,0.003446123318428085,0.0008363066666666666,-0.010197066666666666,0.019460333333333333,0.003580811666666666
dataset1,subject_overall,,mean_3rd_delta,252,0.00041774115079365085,0.002820790086361248,0.0004405016666666667,-0.008128266666666667,0.013627333333333333,0.002932190833333333
dataset1,subject_overall,,mean_4th_delta,252,0.00017474996031746035,0.002077851809933231,0.00021269666666666668,-0.007387166666666667,0.0066578333333333324,0.002754176666666667
dataset1,subject_overall,,mean_5th_delta,252,0.0002938305687830688,0.002468625182354258,2.2533333333333953e-06,-0.008327300000000001,0.008370433333333335,0.002691579166666667
dataset1,subject_overall,,mean_6th_delta,252,0.000824022394179894,0.0024273150816723557,0.0008053516666666667,-0.008677166666666666,0.009517066666666667,0.003010716666666667
dataset1,subject_overall,,mean_7th_delta,252,4.728779100529099e-05,0.0019389705521229825,4.5716666666666384e-06,-0.005935333333333334,0.007358266666666666,0.0021581716666666667
dataset1,subject_overall,,mean_8th_delta,252,-0.00036603226190476195,0.0019163652389917688,-0.0002854583333333333,-0.009473756666666668,0.004909886666666667,0.0021367233333333333
dataset1,subject_overall,,mean_9th_delta,252,0.0003830173280423281,0.0018802578829421731,0.0002984816666666666,-0.0062592866666666665,0.009336533333333334,0.002310998333333333
dataset1,subject_overall,,mean_10th_delta,252,0.0001312912962962963,0.0016543494368728828,0.0002060933333333333,-0.004184433333333334,0.005365433333333333,0.0021876591666666664
dataset1,subject_overall,,mean_11th_delta,252,2.5882832010581993e-05,0.0016076477796826882,-3.658333333333336e-05,-0.0044954,0.005462433333333333,0.0018279008333333337
dataset1,subject_overall,,mean_12th_delta,252,0.00016891056878306883,0.0014444352418230889,0.00018734166666666658,-0.004279666666666667,0.004561,0.0017874125000000001
dataset1,subject_overall,,mean_delta_delta_log_energy,252,-3.072059920634921e-05,0.00029170675402697907,6.83333333333333e-07,-0.00246178,0.0005697433333333333,0.00014988083333333335
dataset1,subject_overall,,mean_delta_delta_0th,252,-9.784337301587301e-05,0.0006868633618611143,-6.000333333333335e-05,-0.0054668,0.0024479,0.0005880449999999999
dataset1,subject_overall,,mean_1st_delta_delta,252,6.465589947089944e-06,0.0004433294706364824,2.0475000000000003e-05,-0.0022061333333333335,0.0010495466666666667,0.0005334458333333333
dataset1,subject_overall,,mean_2nd_delta_delta,252,7.627685185185185e-06,0.00034155745015686164,2.8698333333333323e-05,-0.0010550833333333334,0.0021109466666666666,0.00038001416666666666
dataset1,subject_overall,,mean_3rd_delta_delta,252,1.7678571428570728e-07,0.0003009400974650804,7.816666666666671e-06,-0.0008797133333333333,0.0011607033333333333,0.0003769283333333334
dataset1,subject_overall,,mean_4th_delta_delta,252,3.648109788359789e-05,0.0002800278667638771,2.290333333333335e-05,-0.0007222033333333334,0.0016212666666666666,0.00032287916666666667
dataset1,subject_overall,,mean_5th_delta_delta,252,2.2050831613756615e-05,0.0002523867445689002,1.0623333333333336e-05,-0.0008284300000000001,0.0009109000000000001,0.0002912666666666667
dataset1,subject_overall,,mean_6th_delta_delta,252,2.7112515873015875e-05,0.00028193229889690325,3.5555e-05,-0.0008776666666666667,0.0019379166666666668,0.0002976325
dataset1,subject_overall,,mean_7th_delta_delta,252,3.3983730158730085e-06,0.0002890383859668589,-2.7778333333333338e-05,-0.0006510099999999999,0.0028641999999999995,0.00028111
dataset1,subject_overall,,mean_8th_delta_delta,252,1.3355551587301586e-05,0.00020576986730230933,2.7805000000000002e-05,-0.0008617766666666667,0.00058871,0.0002493141666666666
dataset1,subject_overall,,mean_9th_delta_delta,252,1.6675625661375663e-05,0.0001919588277127266,4.9383333333333315e-06,-0.0005287366666666667,0.0006011466666666666,0.00024807666666666666
dataset1,subject_overall,,mean_10th_delta_delta,252,-7.465109259259261e-06,0.00018803062793253675,6.2100000000000015e-06,-0.0005351466666666667,0.0007021133333333334,0.00023668166666666665
dataset1,subject_overall,,mean_11th_delta_delta,252,7.82532275132275e-06,0.00019392432982225785,-5.8433333333333356e-06,-0.0006285833333333333,0.0005880833333333334,0.0002624366666666667
dataset1,subject_overall,,mean_12th_delta_delta,252,-6.141353174603178e-06,0.00016870348311498747,-2.0223333333333333e-05,-0.00047492666666666667,0.00046874333333333336,0.00023387666666666666
dataset1,subject_overall,,std_Log_energy,252,0.28507103174603177,0.27054567335595514,0.22174166666666667,0.09047133333333333,3.7146333333333335,0.1390941666666667
dataset1,subject_overall,,std_MFCC_0th_coef,252,0.8976771693121693,0.5691535456660487,0.7590650000000001,0.38941,7.3105,0.2986858333333333
dataset1,subject_overall,,std_MFCC_1st_coef,252,0.5730893121693122,0.2855832734214926,0.5250866666666667,0.25223666666666666,2.2077,0.24899416666666663
dataset1,subject_overall,,std_MFCC_2nd_coef,252,0.4658394444444444,0.1488001850409334,0.43945499999999993,0.21865,1.1077333333333332,0.18630666666666668
dataset1,subject_overall,,std_MFCC_3rd_coef,252,0.4161872883597884,0.14328382199353334,0.37314499999999995,0.20132666666666665,0.8977400000000001,0.16912166666666661
dataset1,subject_overall,,std_MFCC_4th_coef,252,0.3775841931216931,0.12199244647735938,0.340275,0.17047,0.8346833333333334,0.15228083333333342
dataset1,subject_overall,,std_MFCC_5th_coef,252,0.35217035714285716,0.11631821696978879,0.324045,0.18530333333333335,1.0063366666666667,0.14249499999999998
dataset1,subject_overall,,std_MFCC_6th_coef,252,0.3455082671957672,0.10641951900008693,0.3212666666666667,0.17513666666666663,1.18273,0.12046166666666669
dataset1,subject_overall,,std_MFCC_7th_coef,252,0.30998825396825397,0.08015148793385247,0.29139166666666666,0.1658666666666667,0.64933,0.1023141666666667
dataset1,subject_overall,,std_MFCC_8th_coef,252,0.2862433201058201,0.07017451474344137,0.27164,0.16161333333333336,0.6391366666666666,0.09054083333333332
dataset1,subject_overall,,std_MFCC_9th_coef,252,0.27630603174603174,0.06458082795803859,0.26549,0.14781,0.45988,0.08423750000000002
dataset1,subject_overall,,std_MFCC_10th_coef,252,0.2721332671957672,0.0652957774036113,0.2621233333333334,0.14054333333333333,0.4892633333333334,0.07772666666666661
dataset1,subject_overall,,std_MFCC_11th_coef,252,0.2575584788359789,0.06069928398831494,0.24830833333333335,0.14734333333333333,0.6102133333333333,0.08099833333333334
dataset1,subject_overall,,std_MFCC_12th_coef,252,0.2458603835978836,0.05378558021137965,0.23711500000000002,0.13023666666666667,0.44065333333333334,0.07375749999999998
dataset1,subject_overall,,std_delta_log_energy,252,0.03751723452380952,0.02577917016807326,0.031968166666666666,0.009427666666666666,0.3001533333333333,0.023688416666666663
dataset1,subject_overall,,std_0th_delta,252,0.10885329497354498,0.05263851721509315,0.09712799999999999,0.042583,0.5408933333333333,0.039730249999999995
dataset1,subject_overall,,std_1st_delta,252,0.07283378571428573,0.0347009672046913,0.06651883333333333,0.030915666666666664,0.25781000000000004,0.032458999999999995
dataset1,subject_overall,,std_2nd_delta,252,0.05966148544973545,0.02005172178667544,0.05522833333333334,0.025595666666666666,0.14990333333333336,0.024071666666666658
dataset1,subject_overall,,std_3rd_delta,252,0.054477595238095235,0.0201978238463375,0.0479895,0.026227333333333335,0.13518666666666668,0.020713249999999996
dataset1,subject_overall,,std_4th_delta,252,0.050270933862433864,0.01688709504531596,0.04537133333333333,0.022280666666666667,0.12147999999999999,0.01924166666666667
dataset1,subject_overall,,std_5th_delta,252,0.04573285052910053,0.015343972333793667,0.04123133333333333,0.024650666666666668,0.107339,0.017466666666666665
dataset1,subject_overall,,std_6th_delta,252,0.04473626984126984,0.013169986063481137,0.04143433333333334,0.024115333333333332,0.09383000000000001,0.016988916666666666
dataset1,subject_overall,,std_7th_delta,252,0.04154800396825397,0.011858654976538185,0.038731166666666664,0.020296333333333333,0.083603,0.014490666666666666
dataset1,subject_overall,,std_8th_delta,252,0.03867042328042328,0.010002741278046866,0.036566,0.02241,0.06832033333333333,0.012190916666666673
dataset1,subject_overall,,std_9th_delta,252,0.037198931216931214,0.00988529870340956,0.03483016666666666,0.020265333333333333,0.066072,0.013076750000000005
dataset1,subject_overall,,std_10th_delta,252,0.03680469047619048,0.010103959678069667,0.034243166666666665,0.018421666666666666,0.067403,0.012198583333333332
dataset1,subject_overall,,std_11th_delta,252,0.03454516666666667,0.008637744351281047,0.032912,0.019698999999999998,0.06766366666666666,0.011933416666666669
dataset1,subject_overall,,std_12th_delta,252,0.03305601851851851,0.00830233674363442,0.03127883333333333,0.016856333333333334,0.05880233333333334,0.01063116666666667
dataset1,subject_overall,,std_delta_delta_log_energy,252,0.013871830423280425,0.007963178148638289,0.0119953,0.0033032666666666668,0.06869933333333333,0.009060916666666669
dataset1,subject_overall,,std_delta_delta_0th,252,0.04662763624338625,0.02002486760960383,0.04250916666666667,0.018465,0.14592333333333332,0.01650683333333333
dataset1,subject_overall,,std_1st_delta_delta,252,0.035364328042328044,0.017689196013055124,0.03180483333333334,0.015852,0.13395,0.016269000000000002
dataset1,subject_overall,,std_2nd_delta_delta,252,0.027560002645502645,0.00972572350539545,0.024609,0.012402999999999999,0.070737,0.01032191666666667
dataset1,subject_overall,,std_3rd_delta_delta,252,0.02576066931216931,0.00992860337527963,0.022483500000000003,0.012699,0.065711,0.00948175
dataset1,subject_overall,,std_4th_delta_delta,252,0.023900121957671955,0.008518007511270798,0.021017166666666667,0.010861733333333333,0.05872233333333333,0.008912250000000004
dataset1,subject_overall,,std_5th_delta_delta,252,0.02184229126984127,0.007414554861795666,0.019401,0.011889466666666668,0.05291133333333333,0.008059666666666666
dataset1,subject_overall,,std_6th_delta_delta,252,0.021152377910052908,0.0062092032056446445,0.019496166666666665,0.010915766666666667,0.040774,0.008582666666666666
dataset1,subject_overall,,std_7th_delta_delta,252,0.019707589682539682,0.005516251099085526,0.01835933333333333,0.008882333333333334,0.037470333333333335,0.0070690833333333335
dataset1,subject_overall,,std_8th_delta_delta,252,0.018312348015873017,0.004626463877497848,0.0173185,0.010746133333333333,0.032506,0.005771333333333333
dataset1,subject_overall,,std_9th_delta_delta,252,0.01776672208994709,0.0046325205038684905,0.01670783333333333,0.0100199,0.02964333333333333,0.00556075
dataset1,subject_overall,,std_10th_delta_delta,252,0.017583791666666668,0.004774581291422173,0.016618666666666667,0.009186466666666665,0.031113333333333337,0.005365916666666666
dataset1,subject_overall,,std_11th_delta_delta,252,0.016479778174603173,0.003942675528087866,0.01585466666666667,0.009071066666666667,0.029650333333333334,0.005132583333333333
dataset1,subject_overall,,std_12th_delta_delta,252,0.015843102380952382,0.003804890077639032,0.015248,0.009176333333333333,0.028615333333333336,0.0050688333333333314
dataset1,subject_overall,,Ea,252,99.92917328042327,0.2501562121966437,99.99766666666666,97.74033333333334,99.99986666666666,0.016983333333328687
dataset1,subject_overall,,Ed_1_coef,252,0.002725522391137566,0.01876733508905922,5.41e-07,4.726666666666667e-08,0.20917039333333334,0.00023974391666666667
dataset1,subject_overall,,Ed_2_coef,252,0.00269485648941799,0.0164012918743836,3.7416666666666667e-06,4.23e-07,0.1622876666666667,0.0003023994166666667
dataset1,subject_overall,,Ed_3_coef,252,0.002500349314814815,0.013978541055663896,1.7306666666666668e-05,1.5633333333333333e-06,0.18071553333333334,0.0005418266666666667
dataset1,subject_overall,,Ed_4_coef,252,0.004060682843915345,0.017661405349337043,7.630333333333333e-05,5.833333333333333e-06,0.22132866666666665,0.0009835616666666667
dataset1,subject_overall,,Ed_5_coef,252,0.003766716812169312,0.01871088935918918,9.185333333333334e-05,3.91e-06,0.2592193333333333,0.0009844633333333332
dataset1,subject_overall,,Ed_6_coef,252,0.00398725271957672,0.013017343799131196,8.378833333333334e-05,6.633666666666666e-06,0.11797233333333335,0.0004948691666666666
dataset1,subject_overall,,Ed_7_coef,252,0.0032351249153439155,0.012521394649952812,6.770666666666667e-05,4.131333333333333e-06,0.118427,0.0005636233333333332
dataset1,subject_overall,,Ed_8_coef,252,0.01331935585978836,0.05149613523274604,0.000352855,1.5183333333333334e-05,0.51346452,0.0018169441666666668
dataset1,subject_overall,,Ed_9_coef,252,0.0035283084232804233,0.015152357522558387,0.000100535,3.6e-06,0.19925466666666666,0.0005270525833333333
dataset1,subject_overall,,Ed_10_coef,252,0.03100724975132275,0.10885942990234922,0.0010551150000000001,4.8599999999999995e-05,1.0022097666666667,0.004562605833333334
dataset1,subject_overall,,det_entropy_shannon_1_coef,252,-72656.51203079364,466953.79611877043,2.313283333333333,-4971600.932666667,15.765966666666666,7150.177645833333
dataset1,subject_overall,,det_entropy_shannon_2_coef,252,-76930.8766968135,472940.5343075899,-0.7353333333333335,-6575165.170000001,12.0805,9165.553866666665
dataset1,subject_overall,,det_entropy_shannon_3_coef,252,-83856.80139716402,504237.4938897825,-158.6293,-7343747.596333333,7.397466666666666,13410.162908333334
dataset1,subject_overall,,det_entropy_shannon_4_coef,252,-141571.10667092592,619239.0491503906,-1333.9922666666666,-8265588.603999999,-22.372433333333333,24502.175566666665
dataset1,subject_overall,,det_entropy_shannon_5_coef,252,-130483.46906460318,509634.70643670246,-1799.6105833333336,-5101999.326266666,-7.0764,31511.004
dataset1,subject_overall,,det_entropy_shannon_6_coef,252,-167211.63540634917,709024.3361538721,-1985.00805,-9001922.238333333,-57.72173333333333,15889.64208333333
dataset1,subject_overall,,det_entropy_shannon_7_coef,252,-151631.74503186508,866811.0670506002,-1417.8696166666666,-12336482.611000001,-15.1956,13628.212925000003
dataset1,subject_overall,,det_entropy_shannon_8_coef,252,-699312.0332113096,3582393.8436001535,-10255.984266666666,-46050776.511,-168.35066666666668,67760.43285833333
dataset1,subject_overall,,det_entropy_shannon_9_coef,252,-113984.10698703837,384566.99046730273,-2530.9837166666666,-3391650.286933333,-25.638333333333335,14815.115858333336
dataset1,subject_overall,,det_entropy_shannon_10_coef,252,-1392096.6670079099,5504863.788441127,-40403.84456666667,-49698226.903,-512.2073666666666,159077.20115
dataset1,subject_overall,,det_entropy_log_1_coef,252,-587.7970027777778,187.83111275025612,-612.2373,-1013.7534333333333,340.4705333333333,200.8841000000001
dataset1,subject_overall,,det_entropy_log_2_coef,252,-158.0070455026455,101.63877019212731,-169.63623333333334,-378.5171666666667,337.5984,102.14818333333334
dataset1,subject_overall,,det_entropy_log_3_coef,252,-20.925653157407403,58.013767080159546,-28.584633333333336,-146.56113333333334,235.33726666666666,55.1057
dataset1,subject_overall,,det_entropy_log_4_coef,252,30.693963544973542,39.70802732108963,25.940866666666665,-45.87113333333334,199.4942,42.31775833333334
dataset1,subject_overall,,det_entropy_log_5_coef,252,18.82426367063492,32.31503198717637,13.860383333333335,-45.00583333333333,154.9935,33.3270725
dataset1,subject_overall,,det_entropy_log_6_coef,252,8.895947873015873,28.835281507602645,3.850650000000001,-52.1085,132.73113333333333,31.50104166666667
dataset1,subject_overall,,det_entropy_log_7_coef,252,1.9932989312169307,28.678717278681656,-3.023583333333333,-49.6958,112.51663333333333,31.42915
dataset1,subject_overall,,det_entropy_log_8_coef,252,15.385038062169311,28.42553224977841,11.823483333333332,-41.920633333333335,127.89006666666667,29.81072916666667
dataset1,subject_overall,,det_entropy_log_9_coef,252,12.220856839947091,29.358936859297522,8.284546666666667,-46.677933333333335,113.5351,32.98078916666667
dataset1,subject_overall,,det_entropy_log_10_coef,252,32.59187623941799,30.206195892644025,26.80411,-26.854766666666666,132.36376666666666,36.20399166666665
dataset1,subject_overall,,det_TKEO_mean_1_coef,252,68.62689387503968,414.8736408864493,0.023384833333333334,0.0005834166666666667,4793.758533333334,8.444712183333333
dataset1,subject_overall,,det_TKEO_mean_2_coef,252,126.64664924814817,688.9005253869441,0.2600016666666667,0.011638733333333333,9365.011566666668,19.87057566666667
dataset1,subject_overall,,det_TKEO_mean_3_coef,252,248.29154267724869,1435.9962803869767,1.9949316666666665,0.101143,21113.377866666666,50.12237833333333
dataset1,subject_overall,,det_TKEO_mean_4_coef,252,564.8669889021164,2258.5064637904925,14.461733333333333,0.8507466666666667,30388.2466,140.94800833333332
dataset1,subject_overall,,det_TKEO_mean_5_coef,252,583.5193165079365,2119.3897999266287,20.02668333333333,0.7413566666666668,20668.862033333335,251.04708333333332
dataset1,subject_overall,,det_TKEO_mean_6_coef,252,843.1019433333333,3335.5084099733567,23.890016666666668,1.4810799999999997,40721.7886,131.80235000000002
dataset1,subject_overall,,det_TKEO_mean_7_coef,252,942.633493839947,4538.68036256832,21.0214,0.8032443333333333,61968.80299999999,138.73765833333331
dataset1,subject_overall,,det_TKEO_mean_8_coef,252,4907.631608144181,24336.977612958894,122.0249,3.708436666666667,312188.9546333333,576.5706675
dataset1,subject_overall,,det_TKEO_mean_9_coef,252,795.7218317777778,2471.959320175452,35.607366666666664,1.1946366666666666,21964.166633333338,163.95945833333334
dataset1,subject_overall,,det_TKEO_mean_10_coef,252,9683.442420251324,36456.39307776195,471.63291666666663,11.734833333333333,327528.08,1524.5375583333337
dataset1,subject_overall,,det_TKEO_std_1_coef,252,264.3311465857407,1380.100692227549,0.07458016666666667,0.0012279633333333333,14270.021333333332,50.624466274999996
dataset1,subject_overall,,det_TKEO_std_2_coef,252,379.4056170013227,1800.5736775149512,0.59061,0.027104666666666666,22438.8211,102.51075416666666
